gene	GSM2611337
NFE2L3	8.08
YBX1	14.30
DRC7	3.17
REP15	6.29
KRT5	14.83
BCL2A1	9.35
TSSC4	9.13
WDR13	10.10
MTIF3	8.55
EFCAB1	6.83
OXTR	4.81
NAGS	3.46
CDKN2B	5.73
AMPD1	5.43
SLC39A3	9.15
ETS1	14.71
UTRN	14.06
GABARAP	12.84
POLD3	10.07
TTC3	12.55
CLVS1	6.38
PHB2	12.64
ATP1B1	13.04
HELT	0.00
ADGRF4	3.00
HPSE2	0.00
C3orf18	5.58
OR2L2	0.00
MFSD14A	11.85
TRMO	7.96
KRT82	0.00
PSMD12	11.33
ITSN1	10.98
PDRG1	9.73
GABRA6	0.00
SFXN2	8.99
FRMD7	3.00
OR5B21	0.00
CSF2RA	8.89
XPO7	11.28
GOT1	10.38
IFT43	9.64
AKAP11	11.32
CA5A	5.55
CYP7B1	7.71
LETMD1	9.32
CNGA2	0.00
SAFB2	11.92
GK	0.00
MTAP	9.48
NSDHL	8.22
WTIP	9.77
SMCHD1	12.80
UBQLN3	0.00
MATN1	0.00
IL10	6.75
UHRF2	11.77
GRIP1	6.78
UBE2K	11.80
ELL	11.50
PTTG1	7.97
HPD	0.00
EXOC3L2	4.58
PLA2G6	9.72
NFATC2IP	7.06
ATP9B	11.85
EIF2AK2	9.96
GRB10	11.29
TMED6	2.58
ZNF420	7.01
OTX2	0.00
PUS7	10.77
PRADC1	6.74
CLP1	9.36
ULK1	11.78
RNASET2	11.39
HSCB	7.98
FPGT	9.50
DUSP6	14.87
MAPK14	10.98
KLHL42	9.48
RPL23	15.31
HIST2H4A	8.30
FUT2	9.89
TRAF5	10.13
CD74	12.98
NAGPA	8.97
FRY	11.53
OR5R1	0.00
HUS1B	0.00
VEGFA	12.96
CLTA	12.63
GAD2	9.10
UCN2	5.13
BET1L	10.13
B3GNT7	9.07
FAF2	11.62
STRN3	12.84
TOP2A	9.28
SHF	8.27
SNAI3	5.67
CA9	8.99
ZNF616	7.85
CCDC158	6.36
SCRT1	3.46
AFF3	9.67
FHL2	13.71
ERO1B	9.51
SLFN14	3.00
SLC2A4	11.29
DNAAF1	4.91
TMEM56	9.20
DNAH8	5.61
ZPR1	11.01
ADCY8	4.00
CXCL10	11.70
LYPD8	5.88
XRRA1	5.75
FAM208A	11.40
ACSS2	9.43
SAP18	10.61
ADNP	10.81
SAP25	7.14
GABRR1	4.91
MRPL38	10.29
COL28A1	6.52
OTOP2	0.00
TRIM55	1.00
COA3	9.39
CXXC1	11.49
MAMSTR	6.07
PIGG	9.33
CD79B	6.61
TSG101	11.26
LRRC24	8.00
CEP120	10.87
KMT2E	12.00
CNN2	13.62
DHPS	9.05
TAGLN	11.62
RHOJ	9.64
UBR3	12.19
PAPOLA	12.38
NT5C1B	0.00
PKD2	11.09
LCN12	0.00
PIK3AP1	11.06
SLC45A4	9.88
EIF2A	11.74
MSN	13.67
CNPY3	10.54
ARHGAP32	12.01
SFMBT1	10.31
INHBC	2.00
RPL24	13.73
PFDN6	9.32
INIP	9.68
CD2	9.01
C11orf95	9.33
PGLYRP2	5.52
SOWAHB	10.44
C2orf74	2.00
ZNF213	8.36
CLPTM1L	11.84
CCDC42	0.00
SV2B	4.09
TRNT1	10.68
PATE3	2.00
TRAPPC2	7.90
RANBP10	10.47
DKK2	5.13
LAS1L	10.89
MYL9	10.83
ARPC1A	10.65
TRIP6	11.56
FAU	12.60
STPG3	6.73
PRXL2B	8.41
MOV10	9.52
PSPN	4.25
GPBP1	12.86
XBP1	12.93
SLC22A7	0.00
TRIM40	3.91
MPP1	10.56
SH3BP5L	9.91
LRRC8C	8.81
ZDHHC6	9.91
LDAH	9.27
SLC39A8	10.82
TRPC4	8.10
KREMEN1	11.42
RPL37	12.87
TMED5	13.34
CLK3	11.88
TRIM71	4.32
ACVR1	10.23
RNF183	3.91
SRF	14.98
SEPT14	1.00
FBXO32	11.07
AVL9	12.33
SDF4	12.77
CSPP1	10.74
MFSD4B	1.58
DCDC2	5.13
NOD2	8.99
AKT3	9.70
PIK3IP1	10.30
TAF2	10.34
LTV1	11.01
SGCB	8.45
PHYKPL	11.89
ZNF541	0.00
PLA2G1B	0.00
WIPF3	8.14
ELAC1	8.57
IFI30	11.99
BICC1	9.03
USP42	10.46
TSHB	4.39
RDH8	0.00
SAMD7	4.17
ZNF12	9.81
CPA5	0.00
SATL1	2.00
CRAT	9.75
ELOF1	9.94
NDUFA8	10.03
NLE1	9.80
POLE2	6.57
EFCAB12	5.21
SGCA	3.91
LYPLA2	10.85
SPACA5B	2.58
GRIN3A	4.46
SLC30A8	2.58
HELLS	8.72
RPS2	8.94
RPL27A	13.57
OR56A5	0.00
PRMT1	10.89
SIK3	12.33
NRTN	8.74
GTF2IRD1	9.79
EFS	11.32
CALML5	0.00
PSMD2	12.89
KDM6A	11.62
HES5	1.58
LUM	6.02
NAA10	9.52
PLA2G4B	6.41
TRPV2	8.65
TSPO2	2.00
FGF19	4.25
GPR135	5.29
KANK2	10.05
ST8SIA2	5.13
SMIM1	10.14
CP	15.95
HIST1H2BD	3.46
MLYCD	8.75
ADSS	11.66
SNX31	1.58
VKORC1L1	10.79
MTA2	13.18
BTBD6	8.69
MMP17	7.97
RASGEF1A	4.81
NYAP2	4.17
GOLIM4	12.06
AK6	11.13
TREML2	5.43
TMEM87A	12.03
MUC13	6.48
FETUB	5.81
ARHGAP30	9.85
C17orf64	2.00
HCST	5.64
CALR	16.22
XK	9.87
OR4A5	0.00
ADRA1D	5.04
SPATA3	0.00
ICK	10.33
GPR137	9.21
KIAA1191	12.05
HIRA	9.61
OLA1	10.37
RIMS3	5.58
MCM9	8.87
PNO1	10.28
USP24	12.94
COX17	8.47
PPP2R5A	12.82
SP110	6.52
S100PBP	9.79
NKAP	9.31
CLCN6	9.38
LRRN3	5.73
SLC6A5	4.64
SEMA4D	9.37
M6PR	13.09
PLPP6	8.63
GOLGA4	13.20
LRR1	1.58
ITIH6	4.09
NBEAL1	12.08
DHX40	11.44
UEVLD	9.46
OR8H2	0.00
CCDC12	10.41
ABTB1	9.18
PROM1	11.25
C2CD4C	5.64
CCSER1	8.68
NRDC	13.07
COG6	10.37
CBLN4	0.00
ALKBH5	12.81
SLC18A3	0.00
COASY	9.29
UTP14A	11.00
MSH4	8.33
MESP1	0.00
IREB2	9.74
ASB16	6.73
GNPDA2	8.89
STXBP5L	3.17
TLE1	12.30
SIX1	11.41
FKBP9	12.11
JUN	16.84
ANKRD34C	2.81
PDPR	10.09
PKHD1	8.83
MYOD1	0.00
GPX7	4.70
AMZ1	6.75
PARP1	11.43
ASS1	10.70
PRR15	8.50
SOCS4	10.55
RARRES2	7.75
MFSD10	10.86
MYO9B	12.21
COBLL1	12.90
NR6A1	10.85
NUFIP2	13.51
C2CD4D	3.70
C10orf71	1.00
TBC1D9	10.78
TTC33	8.93
TLX3	0.00
ARHGDIG	7.19
ZYX	14.71
FBXL4	8.59
OR7A17	0.00
ZPBP	4.09
FSD1L	7.73
KLRG2	9.95
SLC16A7	10.92
HJV	0.00
ST6GAL1	8.93
GIMAP1	8.24
ARHGAP26	11.47
GSDMC	6.00
COL26A1	6.54
CEACAM16	1.58
CERKL	3.91
PHF11	7.98
ATP5PF	10.23
TMEM200C	5.29
CARD11	8.06
BCAP29	7.45
MED6	9.03
LMLN	7.29
HERC1	12.77
PMM2	11.54
PLCH2	12.36
COX20	8.56
CCDC83	3.32
DYRK3	8.56
CENPP	6.63
SNF8	9.70
EEF2K	12.01
KATNB1	8.67
CYB561D1	8.35
NDUFAF6	6.71
VPS37D	6.39
ATP6V1C1	10.77
AGAP1	12.03
CCDC137	10.65
OSBPL10	8.73
PSMC4	11.39
CYP8B1	2.81
TMEM184A	10.79
SRPX	6.41
USP54	12.63
ZC3H6	8.29
C21orf62	4.75
TNNI3K	0.00
LZTS3	9.89
TMCO3	10.14
HIST1H3B	9.92
ATP13A2	11.12
TAOK1	13.68
SLC10A5	6.41
AGXT2	2.58
IL1RL2	6.23
PPP2R5E	10.82
HHIP	6.86
TEDDM1	4.64
KLB	4.25
APOBEC3B	12.05
BORCS7	7.89
COG5	9.66
AJAP1	5.52
OR6B1	0.00
ARRB2	10.77
SLC16A9	9.13
ANO6	13.91
STK16	10.32
TRRAP	13.24
SH3BP2	9.67
KRT36	2.81
PCGF1	7.10
XIRP1	7.75
HSD17B8	10.06
KLK6	0.00
COMT	12.08
RHPN2	10.92
RBMX2	7.56
SCARB2	13.49
TXNL1	11.81
LUC7L	11.46
CNTN4	2.58
DLL4	6.15
INPP5A	10.12
MPO	3.91
DEFB105B	0.00
CD86	8.33
ISCU	11.01
MPC1	10.67
DHTKD1	8.89
RNF40	12.17
UVSSA	9.67
PEX11B	8.72
SERPINA6	0.00
QSOX2	10.15
ASB17	1.00
ZNF703	11.71
ABCC4	10.18
NDUFS4	9.83
TMEM221	5.78
RUFY4	6.79
DDIT3	10.34
SIPA1L1	12.68
GLI2	4.32
ACSS1	10.50
ABT1	9.86
NPVF	0.00
SIDT1	8.39
ARHGEF3	12.49
TMC6	10.01
JTB	9.79
IKZF5	10.68
PKNOX1	11.18
SPNS1	9.52
IPO4	11.47
HIST1H1C	11.94
RNASEH2A	9.29
POLRMT	9.71
IGLON5	5.25
BRI3BP	9.71
SH2D2A	11.33
L3MBTL1	5.67
ACSM2A	5.32
ENTHD1	0.00
SLC25A46	10.34
NDUFV2	10.56
ANKRD26	8.74
TPI1	12.81
LMAN2L	9.01
KLHL8	7.81
CAMSAP3	11.09
PCNX1	12.12
PA2G4	12.60
AP4S1	8.77
IPO5	13.63
SERPINF1	8.69
SLC17A8	5.95
RFNG	9.65
KCNH5	1.58
NUCKS1	12.63
SBNO1	13.20
RDH5	8.18
VCAN	12.70
SCN2B	6.52
AGPAT1	11.13
FAM135B	2.00
COA5	10.65
NXPH1	0.00
SEC11C	10.59
NTSR2	0.00
BCL7C	10.94
KCNK1	13.57
PELI1	11.97
TM9SF2	12.20
UGT2B17	0.00
WRNIP1	10.43
SPHK2	10.46
TM4SF4	4.58
UBE2F	11.51
SPC25	6.36
GPR65	9.95
MATR3	13.30
C2orf81	5.58
RP1L1	1.00
DHX58	6.63
SYCP2L	0.00
REXO2	10.51
NUP93	9.61
TBKBP1	6.58
GDF7	7.31
HSPD1	13.40
ISCA1	10.87
NANOS2	1.58
GLT8D2	5.95
PRRX1	6.85
TMX2	9.55
SLC26A1	6.27
DRAP1	12.26
AGK	9.46
MATK	7.81
PQBP1	11.53
ZNF629	11.05
VAMP1	9.67
SCPEP1	10.24
LRRD1	2.32
AFP	0.00
SYK	9.45
COL24A1	5.21
PRSS45	0.00
TRAPPC12	9.93
BTNL9	5.98
MLLT3	10.70
TMEM60	7.11
MTFR2	7.23
MYL12B	14.95
GNRHR	1.00
SLC38A3	4.95
GGA3	10.02
RGS11	8.45
SLAMF7	9.38
CIART	8.18
ARHGAP31	11.58
MPRIP	14.80
ST6GALNAC4	8.50
EVPL	9.71
NRP2	10.06
FMO4	3.00
PSMD7	11.44
PDZK1IP1	8.79
MAZ	10.68
PP2D1	5.21
PLA2G4C	4.86
SFPQ	14.56
TOR1B	11.18
EHD4	13.24
TBC1D25	9.61
ITPKA	3.81
PIGC	7.94
DDX60	6.07
UBE2D3	15.19
ADD1	12.50
DNAH6	4.91
ASIC4	3.46
MRPL18	8.82
KLF15	9.86
SLC7A14	6.87
CCDC9	10.92
CCT8	13.07
BCO1	5.13
HDAC8	7.85
NAPA	12.82
NCAPG2	9.44
FIBP	9.60
FBRSL1	12.09
IL33	11.43
TRIM36	7.40
SPTBN2	9.05
FBXL12	9.22
TSPAN3	11.02
TEX22	4.52
EPS8L3	5.67
TREM2	4.52
ARG2	10.31
TMEM44	7.39
FBXO25	8.52
MREG	10.82
ODF3B	5.83
NOTCH2	14.41
SUPT16H	12.41
OR4C6	0.00
SOCS2	10.98
DHRS4	9.55
ACTB	19.45
INTS3	11.22
GAS8	9.54
CEACAM18	5.09
CLDN19	5.58
SOX30	2.58
ZNF821	9.20
SLC7A8	9.03
ANGPTL4	12.33
ROMO1	9.41
FARP2	9.33
EEF2	17.54
SPESP1	0.00
FAM185A	8.55
TTLL12	9.87
ABCA9	6.64
ALG3	8.12
TAF12	9.75
STX19	6.15
CPB1	3.91
TMEM79	8.27
SLC22A15	9.91
COX19	8.37
RPS15	15.03
EPCAM	14.91
MYRFL	1.00
CBX6	10.21
PLK1	5.78
PI4KA	11.83
RSPH4A	5.04
NTS	6.36
CCDC187	3.58
GOLGA7B	2.58
WNT5A	7.85
FAM71A	8.83
HMGB2	11.41
GPALPP1	10.86
IRF9	10.86
ATF6B	10.58
LRRIQ4	1.00
PARVA	11.93
FLT3	6.88
KCTD7	7.01
FAM135A	10.52
TACR3	2.81
PPWD1	9.26
FRS2	10.58
C1orf216	8.34
PCDHA2	0.00
RXFP3	1.00
ISLR2	3.70
ABR	12.31
ZFYVE1	10.16
SHQ1	9.28
PPIL1	9.21
ZNF606	8.29
UTF1	4.17
KCNK3	7.19
TENM3	8.12
ACACB	8.06
PTPN5	5.36
SPRED1	12.18
PARP4	10.05
RAP1A	11.12
FGF13	3.32
TAS2R1	0.00
HINT3	7.09
ABCF3	10.98
NAT1	6.66
HOXA4	3.46
PLEKHN1	8.76
IZUMO1	3.91
TRIM15	6.51
WHRN	6.95
ZFP3	5.75
ACACA	11.30
PEX10	8.59
SNX19	10.56
KAT2B	11.08
CCL1	2.32
CGRRF1	8.99
NAB1	12.42
SLC5A12	2.81
ADAMTS19	1.00
NCDN	11.68
FAM20C	9.81
NOVA1	4.70
HECW2	8.85
SFRP2	7.55
PTPRK	11.83
WDHD1	8.08
TFDP1	11.02
UGGT2	8.84
GCLM	11.58
SPATA21	5.70
EFEMP1	11.42
KIAA1841	8.96
KRT34	0.00
LDB1	12.19
LRRC4	7.11
POLR2M	12.39
NLN	10.07
C4orf33	6.15
WDR82	12.54
SHC1	12.39
PPP1R26	9.04
SPHK1	11.73
ANPEP	11.37
MARVELD3	9.79
BDKRB2	8.83
DLST	12.81
DTX2	10.86
ZNF667	7.48
UBXN6	10.94
NUDT21	10.93
KATNA1	11.10
NQO1	6.70
ELP3	10.19
TULP3	9.88
P2RX1	4.64
NFKBIB	9.94
POMT1	9.17
TUSC2	10.05
CDC7	7.73
DPY19L4	10.48
HOOK2	9.84
RFT1	8.85
NPM3	10.25
MRGPRX1	0.00
CAPN5	10.71
RMI1	8.97
YIPF1	9.48
SPATS2L	9.16
NAV2	12.64
TUBG2	5.09
KPNA6	11.42
SCUBE3	5.93
GLRX3	11.76
ECT2L	1.58
PCSK6	9.94
IFI44L	0.00
APH1B	7.92
GAS1	8.06
VTN	7.15
OPRK1	2.00
PPIP5K1	9.92
ZFP62	10.76
PGAM2	5.36
VSIG10	10.00
VPS26A	11.84
SPAG6	3.46
SLC2A13	5.67
BID	9.87
BICD2	12.95
ZNF697	10.20
GCNT3	3.81
RNF32	7.88
ASXL2	11.01
KLK11	2.00
FOCAD	9.93
TPD52L3	0.00
CHST8	5.93
TRPM2	6.41
AMD1	14.64
CASP7	8.12
YARS2	9.08
390937	1.58
NXPH3	9.59
CCDC84	8.43
EPC1	11.78
HIST2H2BF	10.34
SNPH	8.33
GABRR3	0.00
RRP36	9.41
GALK1	8.92
IL4R	12.45
TSGA13	3.58
ZNF488	9.40
IBA57	8.60
SLC10A4	2.00
TECTA	0.00
CCR7	9.53
SLC39A10	10.31
BTRC	9.79
OGFOD3	8.64
PTPN18	8.77
KDM4B	10.94
HSPA1A	16.77
MGME1	8.34
FAM199X	10.30
PRDM10	9.51
COMMD3-BMI1	10.32
KIF3B	9.77
GLYCTK	5.21
MAPKAPK2	13.49
CDCA7L	9.51
DUSP4	9.40
HSBP1L1	6.11
MFSD11	9.64
RPS20	13.58
SDK1	13.60
ANK3	13.19
CEP128	8.05
CFAP73	3.70
ALCAM	10.61
TMEM147	9.19
SDC4	16.66
POP1	8.79
PHC2	13.01
MFSD5	9.84
HSH2D	5.17
PTPRJ	12.22
TMEM63C	1.00
SP1	12.79
ELAVL2	1.58
ADRA2A	7.78
UGT2B28	0.00
CYP17A1	8.67
RBP7	4.25
SUV39H1	9.48
OTUD1	10.39
NPPA	4.09
HRASLS5	2.58
RUNX1T1	5.58
ADCYAP1	0.00
CNTN5	4.09
SLC43A2	10.30
PLSCR5	0.00
LYRM7	6.15
IFI35	9.16
CYTH4	9.42
ALPP	0.00
NXF2	1.58
PTN	8.11
MYL4	5.81
FMO5	7.33
BFSP2	3.00
DPEP1	6.44
APOB	3.70
SLC50A1	10.19
PCDH9	6.25
PEX12	8.27
POU3F3	5.25
AADACL3	0.00
PGP	8.62
PAX3	4.64
FAM129A	12.36
IQGAP3	5.39
MAFK	13.99
SIGLEC1	5.29
VSIR	9.26
SMIM18	1.00
DNAL1	8.87
CHD8	12.10
EQTN	3.32
MMEL1	5.78
GNE	12.58
TRMT10A	9.17
CLK1	13.68
SKIL	13.08
LHX9	4.70
ALAS1	12.15
PRODH2	4.46
NRIP3	9.17
100505841	0.00
MED29	9.79
GMNN	5.98
COL11A2	8.69
FSTL1	10.29
VPS16	10.38
GPR162	5.43
STRADB	7.99
SLC30A4	11.80
CHP1	13.19
PTBP3	13.87
DTX3	10.83
PRSS33	4.32
DCBLD2	11.31
SGMS1	12.54
ZNRF3	10.91
C3orf52	8.71
MNT	10.40
RPRD2	10.78
G6PC3	9.54
PLAGL2	9.86
OR2G6	1.00
ZNF112	6.74
AMPD3	10.49
MPC2	9.58
NDUFA11	10.84
OLFM4	6.82
TMEM26	5.88
SOD1	12.26
GEMIN8	7.50
TST	10.53
LENG8	11.73
SECTM1	8.32
ZNF622	11.64
NDUFB3	9.72
SEC14L4	8.36
MYPN	1.00
CPSF1	11.19
PRIM1	8.06
NAA15	12.08
E2F7	7.77
SIX3	5.13
TRIM54	0.00
TMED2	13.92
PRKAG2	9.66
SLX4IP	7.68
CCNL2	12.38
ZFP82	6.66
BZW2	11.16
FRMD5	4.75
GAS2	5.58
DNHD1	7.25
PHYH	12.07
PAPPA2	7.47
FAM3D	10.43
ST8SIA4	10.69
CFP	6.36
ACTC1	1.58
COX18	8.44
AP3D1	12.75
EPB41L5	11.42
FOXO3	13.29
ZNF704	11.85
REV3L	12.49
TRAF3IP3	9.06
C11orf96	11.63
COL8A2	9.36
SLC35F4	3.91
PTPN2	12.21
CMTM5	3.70
DUOX1	7.33
ACOD1	5.73
RSPO1	3.91
RP9	9.82
CDH24	6.94
P4HA1	11.64
PCDHGA8	7.25
PLCXD3	4.25
GBP2	9.34
DUSP10	11.81
OTUB2	7.38
GNGT2	5.00
LRRC14B	0.00
GUK1	9.73
TMPRSS13	9.68
ESRRB	2.00
APOF	11.38
KIAA1328	9.76
TPPP3	8.25
SLC35A3	11.65
BORCS6	9.54
EFHC1	6.93
MEPE	3.58
PLOD3	11.01
PIP	0.00
LMTK3	6.88
RIMKLA	2.32
B3GNT4	3.32
GPR27	6.89
CNGA3	6.69
FOXN1	5.25
RIC8B	10.12
RNF121	9.64
EFHB	4.64
TP53I11	10.42
PHLDA2	8.59
FCGR2A	7.55
INHBB	7.43
TMEM88	6.60
ALPK3	5.78
INSYN2B	4.75
KIF19	6.46
PLIN1	4.58
CRYBB3	5.75
CRYGB	0.00
RAB5C	12.28
RLN3	3.91
LINGO4	5.49
ATXN10	11.72
KMT2B	12.01
CCDC182	0.00
SBF1	12.67
DDX52	10.46
THEMIS	3.81
TRPC3	6.02
FKBP4	13.01
ARHGAP33	7.16
DAGLA	9.36
ADAL	8.21
TMIGD1	3.32
MT-ATP6	16.06
OMG	5.49
GLRX5	9.26
SH3BP5	9.19
ZNF182	7.66
PRDX6	15.54
RECQL5	9.01
BORCS5	7.47
B9D1	7.30
GUF1	9.07
SHISA4	7.61
FNIP2	12.13
CLDN5	6.43
TUB	5.55
SPEN	11.91
OR8D4	0.00
CYBA	9.39
LETM2	8.41
CLIC3	5.86
SH3BP4	11.80
TERF2	9.86
JOSD2	8.61
PPP1R9A	9.34
PDK1	10.08
ZNF786	5.25
THNSL1	5.21
TENM4	8.72
DNAJC11	11.20
POLR3G	9.08
CHRM1	8.37
RNF167	11.26
BHLHE23	0.00
PKP3	12.49
TMCO4	9.33
OR52B2	0.00
YLPM1	11.17
SNX22	4.91
RAB20	11.68
OR8I2	0.00
BACE1	10.74
MED14	12.57
SEC61B	10.51
ADGRE5	10.99
ZNF394	7.95
101928220	8.17
CAPN1	12.17
MMADHC	9.85
EFCAB6	2.32
ATP2A2	14.53
DYRK4	0.00
KLF4	14.35
DLGAP5	5.46
MORN4	6.79
CERK	10.93
RPP38	8.07
NUDT11	7.77
CDK14	10.38
SDCCAG8	8.85
CEP95	9.08
NHSL2	8.23
TCF20	13.23
CBLN1	5.95
CACTIN	10.90
ABCC10	10.78
SPNS3	4.75
RPA1	11.99
TRIP4	9.96
RALBP1	11.97
GPRC5B	11.24
FOSB	16.34
KBTBD4	9.66
SEC24C	12.50
RAB3IL1	4.52
FRMD4B	14.57
LONP1	11.96
DPAGT1	9.07
STMN3	2.32
CREBRF	11.42
MAGEA11	0.00
CBX3	10.95
OXNAD1	9.47
EYA4	4.00
TRMT12	7.38
APC	12.90
TNNC1	4.75
MLH1	9.02
TGM2	15.34
ZNF710	10.27
ACOT11	9.91
MAP3K1	11.88
H1F0	10.84
MNAT1	9.77
BMF	9.24
NELFB	11.10
DAP3	10.25
RAPSN	4.52
LYPD6B	3.58
COX6B1	12.09
VCP	13.89
DOK7	7.95
MAP4K1	7.61
CEP70	7.82
PDE2A	10.50
KCNJ13	4.00
ADCYAP1R1	5.95
BTG1	14.56
PIK3C2G	8.61
ARHGAP42	9.67
PARD6B	10.81
TYRO3	9.06
METTL21C	6.60
ASB10	1.58
MRTFB	11.45
CUZD1	1.58
TNK1	11.15
TRPV1	3.46
MAP2	10.87
SLC7A1	14.64
C5orf51	9.66
GCHFR	7.64
CCDC6	12.43
IRAK2	11.83
UBE2D1	8.96
CACNA1I	6.11
RPL10A	14.89
PARP3	8.42
COL5A2	9.62
LYPLAL1	8.84
C9orf135	0.00
OCSTAMP	6.85
MYH6	2.81
CCDC3	11.09
CXCL3	12.61
OTX1	3.70
RTTN	8.76
BTG2	14.63
EARS2	9.05
TM4SF20	2.58
PKD1L1	3.17
OR56A4	0.00
ATP1B2	6.99
HS6ST1	12.68
MPP3	7.24
NBEAL2	11.21
PER3	9.12
FAM126B	10.08
OR7C1	0.00
LRG1	8.17
COPG1	12.34
CDK2AP1	12.18
PPP2R1B	11.05
TTF2	7.91
APOBR	8.11
COL20A1	10.09
HNMT	7.01
HDAC9	8.82
SLC46A3	8.34
EEF1G	14.75
KRT25	2.32
WNT9A	6.25
NANP	5.98
HOMER1	13.50
TAAR6	0.00
SUPT7L	9.58
CDK7	10.62
FAM49B	10.37
ZSCAN2	7.75
MBOAT2	8.95
METTL3	10.12
TMPRSS11F	0.00
COX16	8.69
MPDZ	11.86
NELFE	9.61
PRPS1L1	0.00
PTPN3	11.43
GFM2	9.95
DACH2	7.82
ENOX2	9.08
EYA2	8.64
LRRC19	3.58
PTGIS	4.91
ACTR8	9.92
CBLL1	9.42
KRT6B	9.28
HELZ	11.14
CTSW	10.24
VPS26B	11.36
OR13C3	0.00
OAZ1	13.45
CCNT2	11.51
DGCR8	9.84
ME2	10.06
ANKZF1	8.63
RASGRF2	6.04
PF4	2.00
OSTN	3.00
RNF215	9.61
SMOC1	5.93
SUSD5	6.29
CADM3	6.52
TRMT10C	9.89
CNOT7	11.41
FAM84A	11.69
MRPS2	9.61
MARCH4	4.91
ING4	9.69
ATIC	10.99
ATL3	11.28
TADA3	10.22
KPNA7	1.58
RBM14	11.02
TUBB6	14.81
TNFRSF12A	13.91
TAS2R40	0.00
S1PR1	8.40
OR51G2	0.00
FAM20A	6.44
NQO2	8.70
PDLIM7	12.91
CPB2	1.58
GALK2	9.20
MKX	8.32
PCYT2	10.20
ANKRD33	0.00
TMX3	11.41
TMC8	7.32
DCAF4	10.10
NR2C1	9.59
PCSK9	5.73
SPINT1	11.85
DHRS1	9.90
GTPBP2	10.79
PPP2R5D	11.50
PNOC	3.70
TMTC4	8.65
PROSER1	8.54
HAGHL	8.11
SCGB3A1	4.25
GPRASP1	10.47
TSPYL2	11.31
TLL2	6.30
LRP4	13.10
TUFT1	13.36
CALN1	7.13
NMS	0.00
CSMD1	8.48
VPS53	10.40
SEBOX	2.81
RAPGEF3	9.43
PCLO	5.00
OR8D2	0.00
PTGFRN	12.10
TMEM216	7.36
PSEN1	11.83
CCDC32	7.47
C16orf78	0.00
HIST1H2AL	7.26
DACT2	7.43
IMPDH2	13.05
CD96	8.43
TRIM47	8.72
LSM12	11.13
ZNF408	9.55
OR9Q1	0.00
IER3	15.03
FGA	1.58
SPR	9.55
NCKAP5L	11.31
MIDN	13.76
VRK3	9.44
DNAJA1	14.88
UBXN7	11.65
WDR83OS	10.16
SCGB1A1	2.00
TMEM11	11.27
SLC4A1AP	9.96
C9orf85	8.18
SPAG17	1.58
GGCT	9.65
FOXD1	3.17
PLEKHJ1	9.66
HUS1	8.67
PFKFB3	11.80
100506944	0.00
EXOSC9	9.34
USP43	9.45
INSC	4.64
ARID5A	12.82
RNPS1	12.32
PTPN13	12.84
CMC4	7.20
KLF17	0.00
ODF3	2.58
PREPL	9.78
SCRG1	0.00
RPL35A	11.69
KIF1C	12.65
TNNI3	3.32
AK3	11.52
GTF2H4	7.42
HJURP	9.35
CDH16	2.81
TMEM151A	5.52
SPATA9	1.58
OR1I1	0.00
SARS	12.67
TMEM206	8.15
DCAKD	8.61
EFNB3	4.75
PJA2	11.37
TMEM41A	7.44
ANKRD55	1.00
CCZ1	10.41
LHX3	2.32
PIGK	10.11
SMOC2	12.10
SELP	4.09
PNP	11.90
GABBR1	10.62
CALHM2	7.77
NRF1	10.99
RALGDS	11.32
ST6GALNAC2	10.67
FBXL15	6.93
SMG7	13.15
CDKN1B	11.61
HERC4	11.51
SLC25A29	8.88
FBXO36	6.25
TBC1D30	8.20
RGS6	6.17
ZCCHC12	4.91
PLA2G5	2.81
SNRNP27	9.33
IL22RA2	1.00
FBXL18	9.96
TFF3	5.32
MAFF	14.21
RIDA	10.34
STAM	11.51
CACNG6	0.00
FSCN2	5.81
KISS1	5.13
B3GALT5	8.30
UQCRH	0.00
IER2	14.11
NRSN2	0.00
LGALS2	5.91
LRRC34	2.58
NPEPPS	11.38
PLK2	14.22
DEPDC1	3.17
AIRE	5.36
NAT2	0.00
PHF21A	10.46
ALDH3A1	8.86
DHX37	11.02
THAP4	9.93
GPR160	8.39
QPCTL	10.33
GPR75	3.17
PFKM	9.36
DIDO1	12.60
SUGP1	11.10
INTS6	12.75
FAM53B	9.65
BTG3	9.69
CAPN12	8.86
LRRC41	11.82
MPP4	4.81
HSP90B1	15.14
SARM1	3.91
PLEKHA7	11.11
PINX1	8.73
GPATCH2	9.64
OC90	2.32
ACAP2	11.92
OR8G1	0.00
KIF18A	7.31
KPTN	8.95
PAQR7	11.47
ACBD7	2.00
CAB39L	10.96
BPIFA1	0.00
ZFAND6	10.92
FUT10	6.77
ADAM2	0.00
CD5	5.00
GP6	4.86
PPP1R32	4.52
SNRNP200	13.17
ZNF583	6.11
TMEM127	11.71
CCNE2	7.95
RGN	4.09
SIAH3	0.00
SPRYD3	10.59
MBLAC1	5.36
ANO3	2.00
VILL	7.18
SNED1	11.60
ZC3H7B	12.14
NAA50	12.06
TTR	4.00
AMELY	2.58
MRGBP	9.04
SLC5A2	5.17
CCDC14	7.51
SIX2	5.36
GPR132	10.53
ONECUT1	2.00
ITIH3	4.75
FCHSD1	9.68
RAB27A	10.38
CST11	0.00
BHMT2	3.46
CRYAB	9.22
